NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00053,0100,10,CSL BEHRING L.L.C.,Active,HEMGENIX  (46-50kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0110,11,CSL BEHRING L.L.C.,Active,HEMGENIX  (51-55kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0120,12,CSL BEHRING L.L.C.,Active,HEMGENIX  (56-60kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0130,13,CSL BEHRING L.L.C.,Active,HEMGENIX  (61-65kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0140,14,CSL BEHRING L.L.C.,Active,HEMGENIX  (66-70kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0150,15,CSL BEHRING L.L.C.,Active,HEMGENIX  (71-75kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0160,16,CSL BEHRING L.L.C.,Active,HEMGENIX  (76-80kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0170,17,CSL BEHRING L.L.C.,Active,HEMGENIX  (81-85kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0180,18,CSL BEHRING L.L.C.,Active,HEMGENIX  (86-90kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0190,19,CSL BEHRING L.L.C.,Active,HEMGENIX  (91-95kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0200,20,CSL BEHRING L.L.C.,Active,HEMGENIX  (96-100kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0210,21,CSL BEHRING L.L.C.,Active,HEMGENIX  (101-105kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
00053,0220,22,CSL BEHRING L.L.C.,Active,HEMGENIX  (106-110kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1,NR,Y,,6/14/2023,,,6/16/2023
