NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00065,0817,01,"ALCON LABORATORIES, INC.",Active,"ATROPINE SULFATE OPHTHALMIC SOLUTION, 1%",3,208151,I,1,N,12/1/2016,8/1/2018,ML,5,NR,Y,11/17/2022,11/17/2022,,,1/11/2023
00113,6900,02,L. PERRIGO COMPANY,Active,POLYETHYLENE GLYCOL 3350 PWD 8.3 OZ ,1,90685,N,2,N,10/6/2009,8/9/2022,GM,238,NR,N,9/1/2022,9/1/2022,,,1/9/2023
00143,9328,01,HIKMA PHARMACEUTICALS USA INC.,Active,Bupivacaine HCl Inj USP 0.25% 50mL (2.5 mg/mL) (IP),1,205141,N,1,N,2/11/2021,12/5/2022,ML,50,AP,Y,,12/5/2022,,,1/10/2023
00143,9328,10,HIKMA PHARMACEUTICALS USA INC.,Active,Bupivacaine HCl Inj USP 0.25% 50mL (2.5 mg/mL) x 10,1,205141,N,1,N,2/11/2021,12/5/2022,ML,500,AP,Y,,12/5/2022,,,1/10/2023
00143,9357,01,HIKMA PHARMACEUTICALS USA INC.,Active,Vancomycin HCl Intravenous Solution Reconstituted 1 GM (IP),1,203300,N,1,N,8/11/2020,8/15/2022,EA,1,NR,Y,,8/15/2022,,,1/9/2023
00143,9357,10,HIKMA PHARMACEUTICALS USA INC.,Active,Vancomycin HCl Intravenous Solution Reconstituted 1 GM x 10,1,203300,N,1,N,8/11/2020,8/15/2022,EA,10,NR,Y,,8/15/2022,,,1/9/2023
00187,0004,00,"BAUSCH HEALTH US, LLC.",Active,1.5ml prefilled syringes (2) within package,2,761032,S,1,N,2/15/2017,7/13/2017,ML,3,NR,Y,7/13/2017,7/13/2017,,,1/13/2023
00409,0222,01,"HOSPIRA, INC.",Active,MEROPENEM 500MG SPO 1X1 GVIAL PREM US ,1,91404,N,1,N,10/26/2011,2/26/2012,EA,1,AP,Y,1/11/2023,1/11/2023,,,1/13/2023
00409,0222,10,"HOSPIRA, INC.",Active,MEROPENEM 500MG SPO 1X10 GVIAL PREM US,1,91404,N,1,N,10/26/2011,2/26/2012,EA,10,AP,Y,1/11/2023,1/11/2023,,,1/13/2023
00409,3412,01,"HOSPIRA, INC.",Active,MEROPENEM 1GM SPO 1X1 GVIAL PREM US,1,91404,N,1,N,10/26/2011,2/20/2012,EA,1,AP,Y,1/11/2023,1/11/2023,,,1/13/2023
00409,3412,10,"HOSPIRA, INC.",Active,MEROPENEM 1GM SPO 1X10 GVIAL PREM US,1,91404,N,1,N,10/26/2011,2/20/2012,EA,10,AP,Y,1/11/2023,1/11/2023,,,1/13/2023
00574,7040,01,PADAGIS US LLC,Active,"	BELLADONNA AND OPIUM SUPPOSITORIES 60mg (Inenr)",12,,N,1,N,5/1/1994,5/1/1994,SUP,1,NR,Y,,5/1/1994,,,1/11/2023
00781,6184,14,SANDOZ,Active,TAFLUPROST OPHTHALMIC SOLUTION,1,209040,N,1,N,1/28/2022,12/6/2022,ML,0.3,AT,Y,,12/6/2022,,,1/11/2023
00781,6184,87,SANDOZ,Active,TAFLUPROST OPHTHALMIC SOLUTION,1,209040,N,1,N,1/28/2022,12/6/2022,ML,0.3,AT,Y,,12/6/2022,,,1/11/2023
00904,7227,61,MAJOR PHARMACEUTICALS,Active,CLONAZEPAM 0.5MG TAB ,1,77856,N,1,N,6/28/2006,12/20/2022,TAB,100,AB,N,12/20/2022,12/20/2022,,,1/9/2023
00904,7229,61,MAJOR PHARMACEUTICALS,Active,NIFEDIPINE 10MG CAP,1,202644,N,1,N,4/25/2013,12/21/2022,CAP,100,AB,N,12/21/2022,12/21/2022,,,1/9/2023
00904,7237,61,MAJOR PHARMACEUTICALS,Active,"	BANOPHEN (DIPHENHYDRAMINE 25MG) CAP",10,PART341,N,2,N,4/14/2022,10/11/2022,CAP,100,NR,N,10/11/2022,10/11/2022,,,1/9/2023
00904,7243,61,MAJOR PHARMACEUTICALS,Active,CIPROFLOXACIN 500MG TAB,1,76639,N,1,N,9/10/2004,12/27/2022,TAB,100,AB,N,12/27/2022,12/27/2022,,,1/9/2023
00904,7262,61,MAJOR PHARMACEUTICALS,Active,OXCARBAZEPINE 150MG TAB,1,78069,N,1,N,1/11/2008,12/27/2022,TAB,100,AB,N,12/27/2022,12/27/2022,,,1/9/2023
00904,7263,61,MAJOR PHARMACEUTICALS,Active,OXCARBAZEPINE 300MG TAB ,1,78069,N,1,N,1/11/2008,12/20/2022,TAB,100,AB,N,12/20/2022,12/20/2022,,,1/9/2023
00904,7264,61,MAJOR PHARMACEUTICALS,Active,OXCARBAZEPINE 600MG TAB ,1,78069,N,1,N,1/11/2008,12/21/2022,TAB,100,AB,N,12/21/2022,12/21/2022,,,1/9/2023
00904,7265,92,MAJOR PHARMACEUTICALS,Active,"	LEVETIRACETAM 500MG/5ML SOLN",1,201157,N,1,N,6/4/2015,11/29/2022,ML,250,AA,N,11/29/2022,11/29/2022,,,1/9/2023
00904,7265,93,MAJOR PHARMACEUTICALS,Active,"	LEVETIRACETAM 500MG/5ML SOLN",1,201157,N,1,N,6/4/2015,11/29/2022,ML,150,AA,N,11/29/2022,11/29/2022,,,1/9/2023
00904,7270,61,MAJOR PHARMACEUTICALS,Active,BUPROPION SR 100MG TAB,1,211347,N,1,N,10/16/2018,12/21/2022,TAB,100,A1,N,12/21/2022,12/21/2022,,,1/9/2023
00904,7276,41,MAJOR PHARMACEUTICALS,Active,NYSTATIN 100MU/ML SUSP  (INNER),1,203621,N,1,N,1/7/2016,12/12/2022,ML,5,AA,N,12/12/2022,12/12/2022,,,1/9/2023
00904,7276,70,MAJOR PHARMACEUTICALS,Active,NYSTATIN 100MU/ML SUSP ,1,203621,N,1,N,1/7/2016,12/12/2022,ML,500,AA,N,12/12/2022,12/12/2022,,,1/9/2023
00904,7276,92,MAJOR PHARMACEUTICALS,Active,NYSTATIN 100MU/ML SUSP ,1,203621,N,1,N,1/7/2016,12/12/2022,ML,250,AA,N,12/12/2022,12/12/2022,,,1/9/2023
00904,7279,66,MAJOR PHARMACEUTICALS,Active,DOCUSATE SODIUM LIQUID 100MG/10ML  (INNER),9,PART334,N,2,N,8/19/2021,12/15/2022,ML,10,NR,N,12/15/2022,12/15/2022,,,1/9/2023
00904,7279,72,MAJOR PHARMACEUTICALS,Active,DOCUSATE SODIUM LIQUID 100MG/10ML ,9,PART334,N,2,N,8/19/2021,12/15/2022,ML,1000,NR,N,12/15/2022,12/15/2022,,,1/9/2023
00904,7728,61,MAJOR PHARMACEUTICALS,Active,CLONAZEPAM 1MG TAB,1,77856,N,1,N,6/28/2006,12/21/2022,TAB,100,AB,N,12/21/2022,12/21/2022,,,1/9/2023
