rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
291,24812,9167,276266376154934,308153885894934,255
291,24814,-2917,335334194914215,276297576073022,255
2981,24817,1042,239016954764583,276387576062486,255
291,24824,-19432,276465876186768,276466176086601,255
291,24825,8884,276524076117184,172858979420691,278
291,24832,12747,276712476154539,276712776054431,255
291,24836,-9578,276786276154240,276786576054094,255
291,24837,25149,276807576180806,276807876097228,367
291,24840,-9437,216228575803809,276871476076359,255
291,24841,30740,276902376173424,276902676073996,255
291,24842,9882,276905076189763,276905376089894,255
291,24845,4244,223267177953621,276992076065658,255
291,24846,25884,277046076112879,277046376011948,193
291,24848,-16427,277077576115421,277077876031133,341
291,24849,-80375,277087776120136,277088076019619,337
3424,24850,21651,388824050787759,277106076056089,261
291,24851,29929,277128876140941,277129176056224,142
291,24854,-1322,277300776152599,277301076052613,255
4626,24855,22360,277322976141651,277323276041700,255
291,24860,-26389,242167519345920,188544896587190,155
291,24860,-14186,277421976121168,277422276020987,255
291,24863,6613,277475976171669,277476276071822,255
291,24868,-7659,330955369651872,277564776055062,255
291,24871,-28559,277761876155317,406633499364166,255
9227,24871,-18655,277762176155104,277762476055040,255
291,24871,-8109,277762776154921,277763076055191,352
291,24871,8715,277762476155055,277762776054868,255
291,24872,-27389,278111376173785,278111676073896,362
8022,24872,88912,278112276174364,278112576074002,255
291,24872,-15818,278111076173845,278111376073772,255
291,24872,-7627,168438728373502,278112276074352,201
291,24872,-7590,278110776173817,278111076073989,255
291,24872,22502,278111676173899,278111976073767,255
4730,24875,9486,278165676185824,278165976038274,255
291,24875,81936,278165976138286,294457126581652,255
291,24879,-8944,278254776155986,278255076056032,255
291,24884,-84344,278375976156003,278376276055805,255
291,24891,-7748,278509476115473,278509776015417,255
291,24892,17992,278528976175120,278529276008998,255
4908,24893,-5799,278600076104027,278600376003917,284
291,24894,-17793,278629176152752,217704497342192,255
291,24894,-83412,278629476153033,278629776053482,255
291,24896,27777,327739990725978,278684676064046,255
291,24897,-22763,355000798799853,267111556937247,255
291,24897,-7289,212278683930730,278686176099886,255
291,24897,7201,278685576199348,313500973080609,255
291,24899,-79232,278717376168391,278717676068437,228
291,24902,3575,278774076122370,288230579338994,255
291,24903,-24283,278796876146496,278797176046233,369
1064,866291,-15483,277251266060337,190885831280093,255
1064,866293,-12837,277257566099942,277257865976298,255
1064,866299,-28162,277341266037436,277341565914134,255
1064,866299,-5412,277340666037444,277340965914154,255
1064,866299,3873,277340966037546,277341265914161,255
1064,866299,14839,277341566037809,311236727591384,255
1064,866329,2628,308694010737833,277597165983831,248
1064,866330,-5248,189549048116612,277602265954924,255
8854,866331,31201,277653266074553,277653565951295,255
1064,866338,-26896,277733666117502,243173199865226,255
1064,866338,28809,277733966117257,277734265993498,255
1064,866339,-25478,277740266085585,277740565962259,255
1064,866339,6691,277740566085630,277740865962257,255
1064,866339,31012,411697742746186,277740265962222,255
1064,866345,-32270,191284581216847,277764265960465,255
1064,866347,8974,277779866057781,277780165934108,255
1064,866347,27712,277780166057538,277780465934103,255
3113,68617,11297,348491511248913,276175476057366,255
1111,68617,22316,276174876157102,276175176057082,255
1111,68618,-17609,276209676163340,276209976063191,332
1111,68618,-9147,276209976163181,203358340557978,255
1111,68619,-1709,276261576159581,276261876059776,255
4983,68619,17859,276261276159935,276261576059582,255
1111,68621,-9254,276298476174493,254979478532742,255
1111,68621,81658,276298176174603,276298476074510,255
1111,68622,-2867,276299676173835,276299976073848,255
1111,68623,24976,276347976160352,162065512804167,255
1111,68624,81573,276383376198104,276383676098591,357
1111,68624,-4950,276383676198617,276383976098339,255
1111,68624,7870,276383976198339,276384276098170,255
4687,68627,-3890,276434376139976,276434676055642,255
1111,68628,-17741,276473676139252,276473976054971,298
1111,68629,-31844,276479376176746,276479676076721,335
4415,68629,-28156,276478176176829,276478476077093,255
9551,68629,-26323,276479976176715,417249670841217,362
1111,68629,-23125,276475776182646,276476076082610,255
1111,68629,-21325,276476676199656,276476976099897,255
1111,68629,-74143,276481176176773,276481476076837,300
1111,68629,-82583,276480876176684,276481176076767,261
1111,68629,-15176,276478476177104,276478776077037,255
1111,68629,-10416,276480576176693,315203423792083,255
1111,68629,-6816,276477276116234,276477576046770,255
1111,68629,677,276478776176973,276479076076829,255
3172,68629,2350,226547604312448,250340545862377,255
1111,68629,2522,276476376199659,276476676099656,325
1111,68629,3069,204702829060968,276482376076779,255
1111,68629,3393,276476076182671,276476376099695,255
1111,68629,10626,276481776177320,276482076076781,166
1111,68629,18585,276477876176754,276478176076852,255
1111,68629,19099,273480522523858,414650467548442,323
1111,68629,-86610,162195216148867,276479376076815,255
3161,68629,19837,276476976200307,276477276016229,255
1111,68629,30805,147725343567195,276480576076778,255
1111,68629,30891,276479676176725,209664608594098,255
1111,68665,-26022,276832776181379,276833076080299,255
1111,68665,-23960,356906554757890,276832776080955,159
1111,68666,-29319,276866676116343,276866976015975,158
1111,68666,17687,276866976116034,276867276015928,255
1111,68667,-21626,276901476196655,276901776097086,255
1111,68667,7615,276901176196667,276901476096658,255
1111,68667,28050,276901776196744,157905085421438,255
4814,68668,-1895,276907476115545,276907776015666,255
1111,68668,25503,276907176115243,276907476015546,379
1111,68669,-31843,276952176172096,276952476005958,255
1111,68669,1590,276951876155641,276952176072124,345
10608,68670,-7605,276989976176983,250009691717162,255
1111,68670,5994,276990276109732,356162161968188,255
1111,68671,-9059,277038576150665,277038876050561,255
1111,68672,-2903,277070676196903,277070976096978,255
1111,68672,2182,277070376196764,277070676096562,255
1111,68672,12215,277070076196540,277070376096765,148
1111,68673,4150,277082376197031,277082676097028,255
9441,68673,8035,277082076196575,363411814741912,255
1111,68673,8483,277082676197050,277082976096965,255
4605,68673,9409,277081776196672,277082076096289,255
1111,68675,87386,277125276117857,277125576017960,255
1111,68675,-81437,277125576117953,277125876033753,255
1111,68676,12855,277160676163065,277160976063405,255
1111,68685,-2916,277644276185014,277644576081641,255
1111,68685,14106,277644576181626,277644876081833,255
4781,68686,30560,277685976120586,277686276020474,255
8222,68688,-32382,277730676179399,277730976079508,255
1111,68688,23858,277730976179475,277731276079514,255
1111,68689,23767,277763376143699,277763676043542,255
1111,68691,-16618,277932876172438,277933176003946,255
9883,68691,-10767,277932576153783,277932876072437,255
1111,68692,1289,388558675299750,277941876036537,255
1111,68692,2432,277941276136657,208051737387730,255
1111,68692,18294,331306386729225,277941276036583,255
1111,68694,-87139,278023476151227,278023776051283,255
1111,68694,-116,278023776151315,278024076051307,255
1111,68695,8370,278076276159457,278076576059701,255
1111,68695,14333,278076576159701,278076876059657,255
1111,68696,3742,278110476187345,278110776087396,255
1111,68698,9345,278162976165754,278163276065384,363
8170,68698,29436,278163276165387,376915930410881,255
1111,68700,-1535,278246976179896,278247276080009,255
1111,68700,-1045,259264272796196,278247576079822,255
1111,68701,-10358,278276976136966,259860387717403,255
1111,68701,9284,278277276137265,278277576052611,255
1111,68702,-14815,278279676182520,278279976082693,255
1111,68702,24717,278280276182736,278280576082399,255
1111,68702,27366,278279976182699,185598399120017,255
1111,68703,-16038,278286576143817,278286876044061,316
1111,68703,-15505,278286876144032,278287176043750,255
1111,68703,-1606,278287176143728,278287476043795,252
1111,68704,-16672,278291076181676,278291376081928,255
1111,68704,18507,278290776181809,278291076081713,255
1111,68704,18993,278291376182317,278291676082142,255
1111,68705,-30474,209994450905439,278334576033522,255
1111,68706,-9134,204698658463561,278368776088450,255
1111,68706,18084,278368176173066,278368476072965,255
1111,68710,-30180,278380476185471,278380776085870,335
1111,68710,-24573,278379876185523,357048143099129,142
1111,68710,-5467,278379276185585,278379576085663,255
1111,68710,-5312,278378676185390,293763718246803,255
1111,68710,1506,278380176185379,278380476085945,255
4944,68710,20501,278379576185687,278379876085499,255
1111,68710,23563,278378976185702,278379276085560,255
1111,68710,27544,278378376185563,278378676085394,255
1111,68721,-21321,253696166892704,278545476062143,255
1111,68721,-8029,200669414530564,278545176061871,177
1111,68721,-7297,278545476162147,278545776077405,213
1111,68721,88838,278545776177436,278546076077395,255
3887,68721,89175,270182257030005,195440877623720,255
1111,68721,8680,278546376193887,278546676041361,255
1111,68721,14313,278544276146790,278544576046558,221
1111,68721,32205,278544576146568,278544876046565,217
1111,68723,-229,278595876149429,278596176049202,255
1111,68723,26004,278595576133234,278595876049441,255
3894,68724,15995,278629776156120,278630076055934,255
8970,68724,20263,278630076155938,278630376056570,284
1111,68725,1111,278681376134184,290340698949377,215
1111,68725,30314,278681076176320,278681376034186,255
1111,68728,-31363,278716476194954,278716776094976,255
1111,68728,-16879,278716176194939,376701906842281,255
1111,68729,13434,159848983872035,278767776029192,255
1111,68729,30869,278767776129181,278768076029525,164
1112,53964,-32748,276173976121220,397246945791762,265
1112,53964,-29086,371637908301218,276174576021114,255
1112,53964,-23055,276174576121177,276174876021024,255
1112,53964,-5706,276174876120999,276175176021093,255
1112,53964,10479,276175176121161,286586839413490,255
1112,53968,-32542,276260676155659,245585370428581,255
3169,53968,-28962,276261876155443,276262176055696,255
1112,53968,85862,276261576155659,276261876055439,255
1112,53968,10566,276261276155497,276261576055652,255
1112,53968,32065,276260976155614,321171266399549,250
1112,53969,865,276295776190322,276296076091229,284
1112,53971,-30967,276302976178090,276303276077940,255
1112,53971,-28888,276302376161338,290486139228949,255
1112,53971,-16942,276302076161493,276302376061340,255
1112,53971,89953,276302676161433,276302976078091,255
1112,53972,-28299,276347076173813,276347376073443,255
1112,53972,10670,276347376173451,255715865145669,255
1112,53972,21972,276347976173521,276348276073879,255
1112,53972,82083,276347676173542,276347976073486,255
1112,53973,-8253,276372876132897,276373176032673,255
9584,53973,535,276372576133136,276372876032913,255
1112,53973,12346,276373476132654,276373776033126,255
1112,53973,24866,161722686431333,276373476032644,255
1112,53977,5352,276435276147219,246863177107949,379
9779,53977,10543,194702279978487,276433776047242,255
1112,53977,11961,170113533263504,276433176047077,255
1112,53977,23334,276434076146961,276434376047210,255
1112,53977,25676,276433176147077,276433476047273,255
1112,53977,29346,276435576147025,250747068818861,255
1112,53977,31078,276433776147222,276434076046977,334
1112,53978,-17076,276446976189253,276447276089724,255
1112,53978,24621,276446676189701,276446976089301,254
1112,53985,-20273,276564276118879,276564576018776,255
1112,53985,-17221,276564576118784,276564876018727,255
1112,53985,-10323,276564876118733,276565176019104,350
1112,53997,-7008,276779376111605,308022255078422,255
1112,53997,332,276779976127470,276780276043563,255
1112,53997,5736,276780276143571,276780576043839,255
1112,53997,17593,276779676127747,276779976027472,255
8046,53997,30244,276779076111607,276779376011580,255
1112,53998,-20934,276809376164625,403551703210175,255
1112,53999,-26404,276814776136985,276815076037084,255
4382,53999,-14328,276814476120852,276814776036994,255
1112,53999,-11480,276814176120700,276814476020857,231
1112,53999,-4407,276815076137086,276815376037436,281
1112,53999,1912,276815676152291,276815976052155,255
1112,53999,22128,276815376137448,276815676052296,255
1112,54001,-19968,276866376152254,276866676052109,189
1112,54001,-6824,276865776116274,409304483982116,255
1112,54001,-5698,276866076152291,276866376052246,255
1112,54001,3992,267041237549478,344318741047661,255
1112,54002,75401,292676240771480,205708587311832,255
1112,54002,7099,276952476111087,229300434512306,255
1112,54002,24381,276951876194505,154754629311771,255
1112,54005,1679,277039476159189,277039776059097,255
5005,54005,5705,384093378186844,190420783185796,255
1112,54005,7281,277039776159089,277040076059572,255
1112,54005,12469,277039176159059,277039476059189,255
1112,54005,26850,277038876159076,277039176059059,255
1112,54006,-26467,277073076155443,250211692965995,327
