NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00054,0748,25,HIKMA PHARMACEUTICALS USA INC.,Active,Dicyclomine HCl Caps USP 10mg 100s,1,40204,N,1,N,2/27/1997,2/27/1997,CAP,100,AB,N,6/9/2023,6/9/2023,,,7/24/2023
00054,0748,31,HIKMA PHARMACEUTICALS USA INC.,Active,Dicyclomine HCl Caps USP 10mg 1000s,1,40204,N,1,N,2/27/1997,2/27/1997,CAP,1000,AB,N,6/9/2023,6/9/2023,,,7/24/2023
00113,6117,01,L. PERRIGO COMPANY,Active,PREVACID LANSOPRAZOLE 14'S,3,22327,S,2,N,5/18/2009,5/18/2009,CAP,1,NR,N,3/28/2023,3/28/2023,,,7/27/2023
00113,8100,25,L. PERRIGO COMPANY,Active,NICOTINE 2MG ARCTIC MNT GUM 110'S,1,206394,N,2,N,12/15/2016,6/28/2023,EA,1,NR,N,,6/28/2023,,,7/27/2023
00310,3200,04,ASTRAZENECA PHARMACEUTICALS LP,Active,ANDEXXA PWD 200MG VI 4X20ML US,2,125586,S,1,N,5/3/2018,5/14/2018,ML,80,NR,Y,6/10/2023,6/10/2023,,,7/25/2023
00338,9632,01,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 2GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50,NR,Y,6/9/2023,6/9/2023,,,7/28/2023
00338,9632,24,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 2GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50,NR,Y,6/9/2023,6/9/2023,,,7/28/2023
00338,9636,01,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 3GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50,NR,Y,6/1/2023,6/1/2023,,,7/28/2023
00338,9636,24,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 3GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50,NR,Y,6/1/2023,6/1/2023,,,7/28/2023
00409,2300,01,"HOSPIRA, INC.",Active,CIPROFLOX D5W 200MG SSOL 1X100ML PLBG ,1,78252,N,1,N,3/18/2008,3/24/2008,ML,100,AP,Y,7/24/2023,7/24/2023,,,7/26/2023
