OBJECTID,PLSSID,TWNSHPLAB,STEWARD,REVISEDDATE,STATEABBR,STWRDPLYID,STWRDPLYTP,STWRDLAB,SHAPE_Length,SHAPE_Area
1,AL160200S0080E0,20S 8E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383242054220664,0.00915336268351701
2,AL160170S0070E0,17S 7E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384251088680993,0.00920580142434692
3,AL160110S0070W0,11S 7W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383340814014238,0.00911921967603213
4,AL250220N0110E0,22N 11E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382799407162192,0.00907468891916437
5,AL160200S0040E0,20S 4E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384223028758157,0.00915086894787315
6,AL160140S0100E0,14S 10E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383632349178497,0.00913294458504448
7,AL250200N0100E0,20N 10E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.379854217779883,0.00893884872452808
8,AL160190S0040E0,19S 4E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384349104702845,0.00915125516526482
9,AL160090S0060W0,9S 6W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384737230779785,0.00917093581852867
10,AL160080S0090W0,8S 9W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385845338079509,0.00914151565199453
11,AL160100S0080W0,10S 8W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385244397991784,0.00923975395727895
12,AL160120S0080W0,12S 8W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385324355340212,0.00920521439153416
13,AL160140S0110E0,14S 11E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384215777341709,0.00915847941827119
14,AL160070S0080W0,7S 8W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385265245468897,0.00921800303553414
15,AL160190S0070E0,19S 7E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383311704108996,0.00920218399709481
16,AL160190S0060E0,19S 6E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382755450390167,0.00909105545190284
17,AL250180N0250E0,18N 25E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.379828926750865,0.00897289327240636
18,AL160180S0070E0,18S 7E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383936211172572,0.00910322934875344
19,AL160070S0060W0,7S 6W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385509979961322,0.00918427156218806
20,AL160080S0100W0,8S 10W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385292778415425,0.0091964926517645
21,AL160160S0090E0,16S 9E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382860350130374,0.00908210770441592
22,AL250210N0110E0,21N 11E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.381055513044924,0.00901716902609717
23,AL160070S0090W0,7S 9W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385781323433669,0.00919505979790985
24,AL160090S0090W0,9S 9W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385314113918178,0.00923054904676027
25,AL250240N0070E0,24N 7E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383792095529335,0.00915219930294445
26,AL160210S0060E0,21S 6E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.381600660387997,0.00902161728531858
27,AL160210S0040E0,21S 4E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382191836993418,0.00905236961859509
28,AL160210S0050E0,21S 5E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382929091332669,0.00910164788536337
29,AL160080S0080W0,8S 8W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384427170954345,0.00918224472459994
30,AL160080S0060W0,8S 6W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385224776897179,0.00918242142935122
31,AL160190S0050E0,19S 5E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383157923679525,0.00911745358751018
32,AL160170S0090E0,17S 9E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383741661212037,0.00909257956388369
33,AL160140S0090E0,14S 9E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385196420238241,0.00922131385013537
34,AL160170S0080E0,17S 8E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382752530980459,0.00903512542547306
35,AL160200S0070E0,20S 7E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.38331203277556,0.00905127903681449
36,AL160100S0070W0,10S 7W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382443324258623,0.00909607221702242
37,AL160100S0060W0,10S 6W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384431328603098,0.0091439129515784
38,AL160110S0080W0,11S 8W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385564910141447,0.00917580592418356
39,AL250240N0060E0,24N 6E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.380102532443463,0.00894431360365442
40,AL160120S0070W0,12S 7W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384132182549026,0.00915067929868368
41,AL160210S0070E0,21S 7E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.381723452913005,0.00901981773550486
42,AL160070S0070W0,7S 7W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.385560304843323,0.00921969518856442
43,AL160200S0050E0,20S 5E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382069039095537,0.00904932832992306
44,AL160080S0070W0,8S 7W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.38543526834488,0.00920996649646859
45,AL250190N0090E0,19N 9E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.379979539481822,0.00898186040736583
46,AL160190S0080E0,19S 8E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383082109661344,0.0090142509911009
47,AL160090S0080W0,9S 8W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384770673094516,0.00913299008977224
48,AL160180S0090E0,18S 9E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384533677429437,0.00916976891196255
49,AL250190N0100E0,19N 10E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.380490488821205,0.00899480655411347
50,AL160090S0070W0,9S 7W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.384978110279665,0.009146098352945
51,AL160150S0100E0,15S 10E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383769105673615,0.00917346540834247
52,AL160110S0090W0,11S 9W,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.386109813486091,0.00925179568500253
53,AL250230N0060E0,23N 6E,BLM Cadastral - ES,2020/01/27 00:00:00+00,AL,,,,0.375325142422725,0.00871030723918398
54,AL160180S0060E0,18S 6E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.383807400172316,0.0091187481201925
55,AL160200S0060E0,20S 6E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382022354377783,0.00901658776505858
56,AL160180S0080E0,18S 8E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.382769314656017,0.00911248192713055
57,AL250200N0110E0,20N 11E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.378548499114166,0.00888159718285622
58,AL250240N0080E0,24N 8E,BLM Cadastral - ES,2020/01/27 00:00:00+00,AL,,,,0.356218984390671,0.0078938481680233
59,AL250220N0060E0,22N 6E,BLM Cadastral - ES,2020/01/27 00:00:00+00,AL,,,,0.378356877512291,0.00888445540538757
60,AL250210N0070E0,21N 7E,BLM Cadastral - ES,2020/01/27 00:00:00+00,AL,,,,0.378810660927281,0.00890410370907338
61,AL250220N0070E0,22N 7E,BLM Cadastral - ES,2020/01/27 00:00:00+00,AL,,,,0.378651791472945,0.00884753945505118
62,AL250230N0070E0,23N 7E,BLM Cadastral - ES,2020/01/27 00:00:00+00,AL,,,,0.380867307205097,0.00896502367469498
63,AL250020N0050E0,2N 5E,BLM Cadastral - ES,2020/01/27 00:00:00+00,AL,,,,0.377823158966629,0.00887747320211357
64,AL250170N0240E0,17N 24E,BLM Cadastral - ES,2015/10/05 00:00:00+00,AL,,,,0.378404285316229,0.00885400277452269
