NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00009,0215,01,PHARMACIA AND UPJOHN COMPANY LLC,Active,PROSTIN VR PED500MCG/ML SSOL 1X1 AMP NPLUS (IP),3,18484,I,1,N,09/30/1990,09/30/1990,ML,1,AP,Y,02/08/2023,02/08/2023,,,02/09/2023
00009,0215,05,PHARMACIA AND UPJOHN COMPANY LLC,Active,PROSTIN VR PED500MCG/ML SSOL 5X1 AMP NPLUS,3,18484,I,1,N,09/30/1990,09/30/1990,ML,5,AP,Y,02/08/2023,02/08/2023,,,02/09/2023
00054,9628,57,HIKMA PHARMACEUTICALS USA INC.,Active,Sodium Oxybate Oral Solution 500 MG/ML (180mL) Bottle x 1,4,21196,I,1,N,07/17/2002,07/17/2002,ML,180,NR,N,01/09/2023,01/09/2023,,,02/06/2023
00065,1510,00,"ALCON LABORATORIES, INC.",Active,SYSTANE HYDRATION Multi-Dose PF TP,10,PART349,N,2,N,02/01/2021,02/04/2021,ML,20,NR,Y,,02/04/2021,,,02/10/2023
00093,3234,10,"TEVA PHARMACEUTICALS USA, INC.",Active,SULFASALAZINE 500MG TABLETS 1000,1,85828,N,1,N,09/30/1990,08/24/1998,TAB,1,AB,N,12/20/2022,12/20/2022,,,02/07/2023
00409,3150,05,"HOSPIRA, INC.",Active,HEPARIN 25000IU/500ML SSOL 1X1 PLBG US (IP) ,3,18916,I,1,N,09/30/1990,09/30/1990,ML,500,AP,Y,01/23/2023,01/23/2023,,,02/06/2023
00409,3150,20,"HOSPIRA, INC.",Active,HEPARIN 25000IU/500ML SSOL 1X20 PLBG US,3,18916,I,1,N,09/30/1990,09/30/1990,ML,10000,AP,Y,01/23/2023,01/23/2023,,,02/06/2023
00409,4121,01,"HOSPIRA, INC.",Active,MAG SULF H2O 4G/100ML SSOL 1X50 BAG (IP),3,20309,I,1,N,06/24/1994,08/30/1994,ML,100,AP,Y,02/06/2023,02/06/2023,,,02/08/2023
00409,4121,50,"HOSPIRA, INC.",Active,MAG SULF H2O 4G/100ML SSOL 1X50 BAG ,3,20309,I,1,N,06/24/1994,08/30/1994,ML,5000,AP,Y,02/06/2023,02/06/2023,,,02/08/2023
00409,5239,01,"HOSPIRA, INC.",Active,MAG SULF H2O 2G/50ML SSOL 1X1 BAG  (IP),3,20309,I,1,N,06/24/1994,08/30/1994,ML,50,AP,Y,02/01/2023,02/01/2023,,,02/06/2023
00409,5239,60,"HOSPIRA, INC.",Active,MAG SULF H2O 2G/50ML SSOL 1X60 BAG ,3,20309,I,1,N,06/24/1994,08/30/1994,ML,3000,AP,Y,02/01/2023,02/01/2023,,,02/06/2023
00409,6730,50,"HOSPIRA, INC.",Active,MAG SULF H2O 4G/50ML SSOL 1X60 BAG (IP),3,20309,N,1,N,06/24/1994,07/01/1994,ML,50,AP,Y,03/31/2006,03/31/2006,,,02/08/2023
00409,6730,60,"HOSPIRA, INC.",Active,MAG SULF H2O 4G/50ML SSOL 1X60 BAG ,3,20309,N,1,N,06/24/1994,07/01/1994,ML,3000,AP,Y,03/31/2006,03/31/2006,,,02/08/2023
00480,3479,06,"Teva Pharmaceuticals, Inc.",Active,LUBIPROSTONE CAPSULE 8MCG 60,1,209920,N,1,N,01/18/2022,01/04/2023,CAP,1,AB,N,,01/04/2023,,,02/07/2023
00480,4138,06,"Teva Pharmaceuticals, Inc.",Active,LUBIPROSTONE CAPSULE 24MCG 60,1,209920,N,1,N,01/18/2022,01/04/2023,CAP,1,AB,N,,01/04/2023,,,02/07/2023
00480,5425,89,"Teva Pharmaceuticals, Inc.",Active,SORAFENIB TOSYLATE TABLET 200MG 120,1,209567,N,1,N,11/12/2020,01/17/2023,TAB,1,AB,N,,01/17/2023,,,02/07/2023
00536,1367,07,RUGBY LABORATORIES,Active,LORATADINE ODT 10MG TAB ,1,208477,N,2,N,04/11/2018,01/25/2023,TAB,30,NR,N,01/25/2023,01/25/2023,,,02/06/2023
00591,3795,30,"ACTAVIS PHARMA, INC.",Active,SOLIFENACIN SUCCINATE TABLETS 5MG 30,1,202551,N,1,N,05/20/2019,04/09/2020,TAB,1,AB,N,07/15/2020,07/15/2020,,,02/08/2023
00591,3796,30,"ACTAVIS PHARMA, INC.",Active,SOLIFENACIN SUCCINATE 10MG Tablets 30,1,202551,N,1,N,05/20/2019,04/17/2020,TAB,1,AB,N,,04/17/2020,,,02/08/2023
