NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00069,0334,28,PFIZER LABORATORIES DIV PFIZER INC,Active,LITFULO 50MG CAP 1X28 BTL US,3,215830,S,1,N,6/23/2023,7/24/2023,CAP,1,NR,N,,7/24/2023,,,7/31/2023
00254,3012,55,PAR PHARMACEUTICAL INC.,Active,Alvimopan Capsules 12mg Box of 30 blisters,1,216843,N,1,N,1/24/2023,6/27/2023,CAP,30,AB,N,,6/27/2023,,,7/31/2023
00254,3012,78,PAR PHARMACEUTICAL INC.,Active,Alvimopan Capsules 12mg Box of 30 blisters (inner pack),1,216843,N,1,N,1/24/2023,6/27/2023,CAP,1,AB,N,,6/27/2023,,,7/31/2023
00480,4053,56,"Teva Pharmaceuticals, Inc.",Active,GEFITINIB TABLET 250MG 30,1,208913,N,1,N,4/26/2023,7/13/2023,TAB,30,AB,N,,7/13/2023,,,8/4/2023
00480,4320,01,"Teva Pharmaceuticals, Inc.",Active,PLERIXAFOR INJ 24MG/1.2ML (20MG/ML) 1,1,205197,N,1,N,7/24/2023,7/28/2023,ML,1.2,AP,Y,,7/28/2023,,,8/4/2023
00517,1030,01,"AMERICAN REGENT, INC.",Active,"Vasopressin Injection, USP ",4,212593,I,1,N,8/3/2020,7/1/2023,ML,10,AP,Y,,7/1/2023,,,7/31/2023
00517,1045,05,"AMERICAN REGENT, INC.",Active,"LEVOCARNITINE INJECTION, USP",1,75861,N,1,N,6/22/2001,10/8/2001,ML,25,AP,Y,,10/8/2001,,,7/31/2023
00591,4365,60,"ACTAVIS PHARMA, INC.",Active,ABIRATERONE ACETATE TABLETS 500MG 60,1,210726,N,1,N,1/26/2023,7/18/2023,TAB,1,AB,N,,7/18/2023,,,8/4/2023
23155,0830,01,"HERITAGE PHARMACEUTICALS, INC.",Active,"Mycophenolate Mofetil Tabs 250mg, 100ct",1,90055,N,1,N,6/10/2010,1/14/2014,TAB,1,AB,N,6/21/2023,6/21/2023,,,7/31/2023
27808,0263,01,"TRIS PHARMA, INC.",Active,Levetiracetam,1,91491,N,1,N,12/14/2010,7/5/2023,TAB,120,AB,N,,7/5/2023,,,7/31/2023
27808,0263,02,"TRIS PHARMA, INC.",Active,Levetiracetam,1,91491,N,1,N,12/14/2010,7/5/2023,TAB,500,AB,N,,7/5/2023,,,7/31/2023
27808,0264,01,"TRIS PHARMA, INC.",Active,Levetiracetam,1,91491,N,1,N,12/14/2010,6/15/2023,TAB,120,AB,N,,6/15/2023,,,7/31/2023
27808,0264,02,"TRIS PHARMA, INC.",Active,Levetiracetam,1,91491,N,1,N,12/14/2010,6/15/2023,TAB,500,AB,N,,6/15/2023,,,7/31/2023
27808,0265,01,"TRIS PHARMA, INC.",Active,Levetiracetam,1,91491,N,1,N,12/14/2010,6/15/2023,TAB,120,AB,N,,6/15/2023,,,7/31/2023
27808,0265,02,"TRIS PHARMA, INC.",Active,Levetiracetam,1,91491,N,1,N,12/14/2010,6/15/2023,TAB,500,AB,N,,6/15/2023,,,7/31/2023
27808,0266,01,"TRIS PHARMA, INC.",Active,Levetiracetam,1,91491,N,1,N,12/14/2010,6/15/2023,TAB,60,AB,N,,6/15/2023,,,7/31/2023
42023,0195,01,"PAR PHARMACEUTICAL, INC.",Active,Posaconazole 18mg/mL 16.7mL Vial,1,208768,N,1,N,5/25/2022,6/28/2023,ML,16.7,AP,Y,,6/28/2023,,,7/31/2023
42806,0013,94,EPIC PHARMA LLC,Active,Sodium Polystyrene Sulf 15 gm Bottle Epic,1,202333,N,1,N,3/19/2014,6/3/2014,GM,15,AA,N,,6/3/2014,,,7/31/2023
42806,0372,30,EPIC PHARMA LLC,Active,Deferasirox 180mg Oral Granules 30 sachets,1,214559,N,1,N,3/9/2021,7/6/2023,EA,30,AB,N,,7/6/2023,,,7/31/2023
42806,0373,30,EPIC PHARMA LLC,Active,Deferasirox 360mg Oral Granules 30 sachets,1,214559,N,1,N,3/9/2021,7/6/2023,EA,30,AB,N,,7/6/2023,,,7/31/2023
