rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
2497,285265,16005,276213266040071,276213565916515,217
2497,285282,-22595,277757366061412,277757665937992,255
1128,17498,-7296,276207876150460,261941956410970,255
1128,17499,-6752,276263676145342,276263976045281,255
1128,17502,14440,276295776119572,276296076019265,299
7648,17525,-29487,276781176200295,331644031362345,255
1128,17527,2173,357904671384020,276869376038039,255
1128,17537,23620,277317576181325,277317876080913,255
1128,17538,4125,277326576181174,277326876081092,255
1128,17538,9555,277327776181116,277328076081348,255
1128,17547,-11806,277644876157987,277645176057968,255
4063,17572,9361,278163876172905,278164176072933,255
1133,52483,-11985,277994976114103,277995276030591,255
7757,52487,25995,278167176128026,278167476045818,255
1138,5089,-80829,276260976136843,384359446404044,255
1138,5106,-12948,276464676136579,276464976035894,255
4362,5106,20392,276464376105051,276464676036553,255
4009,5109,-32538,276521976173194,276522276088941,255
1138,195572,28486,276435276153475,276435576053201,255
1140,5453,-26462,346890446963946,276215676077801,181
1140,195919,-18426,156437862798114,331985853668562,193
8911,59301,-25301,278778276150947,278778576050727,255
2497,285314,-20545,278372366062132,278372665938769,255
1064,866330,-5248,277601966078331,277602265954924,255
1111,68629,2522,276476376199659,276476676099656,266
1111,68686,30560,374725957194900,209487177362647,255
1111,68694,-12104,278023476151227,278023776051283,235
1111,68698,29436,278163276165387,278163576065577,255
1111,68701,-10358,278276976136966,283421569812359,255
1111,68710,-30180,278380476185471,278380776085870,255
1111,68710,1506,143092860943576,278380476085945,229
1112,53999,-14328,276814476120852,276814776036994,255
1112,53999,1912,276815676152291,276815976052155,255
7885,54001,-6824,276865776116274,276866076052285,255
1112,54066,11940,399891271391858,278112276098466,255
1112,54072,-29865,278195976170088,278196276070159,255
9573,54080,8460,278283276169046,278283576085558,255
1114,15436,-30371,276302676103878,276302976019579,255
1114,15436,15040,276302376104493,276302676004032,255
1115,15891,-20629,276711876162503,276712176062506,255
