NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
00054,0497,13,00054049713,Everolimus Tab 7.5mg 30s,01,0207486,N,1,TAB,30.000,N/A,AB,06/08/2020,06/09/2020,09/16/2021,
00143,9084,01,00143908401,Doxorubicin HCL Inj USP 10mg/5mL x 1,01,0062975,N,1,ML ,5.000,N/A,AP,09/30/1990,05/01/1996,09/16/2021,
00143,9085,01,00143908501,Doxorubicin HCL Inj USP 20mg/10mL x 1,01,0062975,N,1,ML ,10.000,N/A,AP,09/30/1990,05/01/1996,09/16/2021,
00143,9086,01,00143908601,Doxorubicin HCL Inj USP 50mg/25mL x 1,01,0062975,N,1,ML ,25.000,N/A,AP,09/30/1990,05/01/1996,09/16/2021,
00143,9088,01,00143908801,Doxorubicin HCL Inj USP 10mg/5mL x 1 (NovaPlus),01,0062975,N,1,ML ,5.000,N/A,AP,09/30/1990,05/20/1996,09/16/2021,
00143,9089,01,00143908901,Doxorubicin HCL Inj USP 20mg/10mL x 1 (NovaPlus),01,0062975,N,1,ML ,10.000,N/A,AP,09/30/1990,05/20/1996,09/16/2021,
00143,9090,01,00143909001,Doxorubicin HCL Inj USP 50mg/25mL NovaPlus x 1,01,0062975,N,1,ML ,25.000,N/A,AP,09/30/1990,05/20/1996,09/16/2021,
00143,9398,10,00143939810,"ERTAPENEM for Injection, 1 gram x 10",01,0208790,N,1,EA ,10.000,N/A,AP,04/16/2018,08/20/2021,09/16/2021,
00406,6221,05,00406622105,METHADONE HCL ORAL SOLUTION 10 MG/ 5 ML,01,0207537,N,1,ML ,500.000,N/A,AA,10/01/2019,08/17/2021,09/13/2021,
00406,6225,05,00406622505,METHADONE HCL ORAL SOLUTION 5 MG/ 5 ML,01,0207537,N,1,ML ,500.000,N/A,AA,10/02/2019,08/17/2021,09/13/2021,
00406,9100,76,00406910076,FENTANYL TTS 100MCG/HR,01,0077154,N,1,TDP,5.000,N/A,AB,02/09/2011,02/09/2011,09/13/2021,
13533,0636,01,13533063601,HyperHEP B 1 mL,02,0101146,S,1,ML ,1.000,N/A,NR,10/09/1996,10/09/1996,09/14/2021,
13668,0569,01,13668056901,"Clobetasol Prop Cream USP, 0.05%, 15gm",01,0211836,N,1,GM ,15.000,N/A,AB,12/30/2019,07/30/2021,09/15/2021,
13668,0569,02,13668056902,"Clobetasol Prop Cream USP, 0.05% , 30gm",01,0211836,N,1,GM ,30.000,N/A,AB,12/30/2019,07/30/2021,09/15/2021,
13668,0569,04,13668056904,"Clobetasol Prop Cream USP, 0.05% , 45gm",01,0211836,N,1,GM ,45.000,N/A,AB,12/30/2019,07/30/2021,09/15/2021,
13668,0569,05,13668056905,"Clobetasol Prop Cream USP, 0.05% , 60gm",01,0211836,N,1,GM ,60.000,N/A,AB,12/30/2019,07/30/2021,09/15/2021,
16714,0059,01,16714005901,FEBUXOSTAT TAB 40MG 30 NSTR,01,0205467,N,1,TAB,1.000,N/A,AB,07/01/2019,07/30/2019,09/14/2021,
16714,0060,01,16714006001,FEBUXOSTAT TAB 80MG 30 NSTR,01,0205467,N,1,TAB,1.000,N/A,AB,07/01/2019,07/30/2019,09/14/2021,
16714,0157,01,16714015701,PROGESTER CP 100MG NSTR 100,01,0205229,N,1,CAP,1.000,N/A,AB,10/20/2017,01/01/2021,09/14/2021,
16714,0158,01,16714015801,PROGESTER CP 200MG NSTR 100,01,0205229,N,1,CAP,1.000,N/A,AB,10/20/2017,01/01/2021,09/14/2021,
16714,0166,01,16714016601,LIOTHY SOD TB 5MCG 100 NSTR,01,0214803,N,1,TAB,1.000,N/A,AB,01/22/2021,02/25/2021,09/14/2021,
16714,0167,01,16714016701,LIOTHY SOD TB 25MCG 100 NSTR,01,0214803,N,1,TAB,1.000,N/A,AB,01/22/2021,02/25/2021,09/14/2021,
16714,0168,01,16714016801,LIOTHY SOD TB 50MCG 100 NSTR,01,0214803,N,1,TAB,1.000,N/A,AB,01/22/2021,02/25/2021,09/14/2021,
16714,0174,01,16714017401,ATORVAST CALC TB 20MG 90NSTR,01,0090548,N,1,TAB,1.000,N/A,AB,05/29/2012,05/29/2012,09/14/2021,
16714,0174,03,16714017403,ATORVAST CALC TB 20MG 1000NSTR,01,0090548,N,1,TAB,1.000,N/A,AB,05/29/2012,05/29/2012,09/14/2021,
16714,0175,01,16714017501,ATORVAST CALC TB 40MG 90NSTR,01,0090548,N,1,TAB,1.000,N/A,AB,05/29/2012,05/29/2012,09/14/2021,
16714,0176,01,16714017601,ATORVAST CALC TB 80MG 90NSTR,01,0090548,N,1,TAB,1.000,N/A,AB,05/29/2012,05/29/2012,09/14/2021,
21922,0029,04,21922002904,Mupirocin Cream 2% 15g,01,0213076,N,1,GM ,15.000,N/A,AB,08/31/2021,09/02/2021,09/17/2021,
21922,0029,05,21922002905,Mupirocin Cream 2% 30g,01,0213076,N,1,GM ,30.000,N/A,AB,08/31/2021,09/02/2021,09/17/2021,
31722,0151,30,31722015130,Valsartan,01,0203311,N,1,TAB,30.000,N/A,AB,06/23/2021,09/14/2021,09/17/2021,
31722,0152,90,31722015290,Valsartan,01,0203311,N,1,TAB,90.000,N/A,AB,06/23/2021,09/15/2021,09/17/2021,
31722,0153,90,31722015390,Valsartan,01,0203311,N,1,TAB,90.000,N/A,AB,06/23/2021,09/15/2021,09/17/2021,
31722,0154,90,31722015490,Valsartan,01,0203311,N,1,TAB,90.000,N/A,AB,06/23/2021,09/15/2021,09/17/2021,
