NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
00310,3040,00,00310304000,Saphnelo,02,0761123,S,1,ML ,2.000,N/A,NR,07/30/2021,08/16/2021,09/07/2021,
00536,1312,08,00536131208,GUAIFENESIN / DEXTROMETHORPHAN 400MG/20MG TABS,10,PART341,N,2,TAB,60.000,N/A,NR,09/01/2020,08/25/2021,09/07/2021,
00536,1316,28,00536131628,ZINC OXIDE 20% OINTMENT,10,PART347,N,2,GM ,30.000,N/A,NR,03/01/2021,08/16/2021,09/07/2021,
00904,7093,61,00904709361,OXYCODONE/APAP 5-325MG TAB,01,0207510,N,1,TAB,100.000,N/A,AA,03/21/2018,08/30/2021,09/07/2021,
00904,7094,61,00904709461,OXYCODONE/APAP 7.5/325MG TAB,01,0207510,N,1,TAB,100.000,N/A,AA,03/21/2018,08/30/2021,09/07/2021,
00904,7095,61,00904709561,OXYCODONE/APAP 10-325MG TAB,01,0207510,N,1,TAB,100.000,N/A,AA,03/21/2018,08/30/2021,09/07/2021,
00904,7109,61,00904710961,LABETALOL 100MG TAB,01,0207743,N,1,TAB,100.000,N/A,AB,09/19/2017,08/04/2021,09/07/2021,
00904,7144,61,00904714461,DRONABINOL 2.5MG CAP,04,0018651,I,1,CAP,100.000,N/A,AB,09/30/1990,08/23/2021,09/07/2021,
00904,7163,61,00904716361,METFORMIN 850MG TAB,01,0090564,N,1,TAB,100.000,N/A,AB,04/22/2010,08/19/2021,09/07/2021,
16571,0781,50,16571078150,CARISOPRODOL TABLETS 350MG 500CT,01,0040792,N,1,TAB,500.000,N/A,AA,08/06/2009,08/27/2021,09/07/2021,
33342,0278,07,33342027807,TADALAFIL TABLETS USP 20 MG (30S COUNT CONTAINER PACK),01,0207290,N,1,TAB,30.000,N/A,AB,10/16/2019,08/20/2021,09/08/2021,
33342,0278,09,33342027809,TADALAFIL TABLETS USP 20 MG (60S COUNT CONTAINER PACK),01,0207290,N,1,TAB,60.000,N/A,AB,10/16/2019,08/20/2021,09/08/2021,
51991,0983,17,51991098317,"Norepinephrine Bitartrate Injection, USP 1mg per 1 ml (4mg/4ml)",01,0214455,N,1,ML ,40.000,N/A,AP,01/22/2021,08/25/2021,09/08/2021,
55150,0378,01,55150037801,"Docetaxel Injection USP, 20mg/2mL SDV - 1s",01,0214575,N,1,ML ,2.000,N/A,AP,06/25/2021,09/08/2021,09/10/2021,
55150,0379,01,55150037901,"Docetaxel Injection USP, 80mg/8mL MDV - 1s",01,0214575,N,1,ML ,8.000,N/A,AP,06/25/2021,09/08/2021,09/10/2021,
55150,0380,01,55150038001,"Docetaxel Injection USP, 160mg/16mL MDV - 1s",01,0214575,N,1,ML ,16.000,N/A,AP,06/25/2021,09/08/2021,09/10/2021,
