NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00078,0736,10,NOVARTIS PHARMACEUTICALS CORPORATION,Active,ALOMIDE SOLUTION 0.1% 10ML,3,20191,S,1,N,9/23/1993,11/24/1993,ML,10,NR,Y,4/26/2023,4/26/2023,,,5/15/2023
00641,6260,01,HIKMA PHARMACEUTICALS USA INC.,Active,"NALOXONE 0.4 mg/mL, 2 mL VIAL (IP) Remedy All CMO",1,70299,N,1,N,9/30/1990,9/30/1990,ML,1,AP,Y,9/12/2022,9/12/2022,,,5/15/2023
00641,6260,25,HIKMA PHARMACEUTICALS USA INC.,Active,"NALOXONE 0.4 mg/mL, 2 mL VIAL x 25 Remedy All CMO",1,70299,N,1,N,9/30/1990,9/30/1990,ML,25,AP,Y,9/12/2022,9/12/2022,,,5/15/2023
00713,0574,60,"COSETTE PHARMACEUTICALS, INC.",Active,"Metronidazole Gel, USP 1%",1,216692,N,1,N,1/23/2023,4/1/2023,GM,60,AB,N,,4/1/2023,,,5/17/2023
00713,0937,01,"COSETTE PHARMACEUTICALS, INC.",Active,"Cevimeline Hydrochloride Capsules, 30mg",3,20989,I,1,N,1/12/2000,4/3/2000,CAP,100,AB,N,,4/3/2000,,,5/17/2023
00781,4027,53,SANDOZ,Active,CHLORPROMAZINE,1,214542,N,1,N,6/2/2021,8/9/2021,ML,120,NR,N,4/3/2023,4/3/2023,,,5/19/2023
00781,4028,22,SANDOZ,Active,CHLORPROMAZINE,1,214542,N,1,N,6/2/2021,8/2/2021,ML,240,NR,N,4/3/2023,4/3/2023,,,5/19/2023
14789,0251,09,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 25MG/5ML in 1 syringe,4,213407,I,1,N,2/28/2023,4/13/2023,ML,5,NR,Y,,4/13/2023,,,5/21/2023
14789,0251,10,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 25MG/5ML 10 PACK,4,213407,I,1,N,2/28/2023,4/13/2023,ML,50,NR,Y,,4/13/2023,,,5/21/2023
14789,0252,09,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 50MG/10ML in 1 syringe,4,213407,I,1,N,2/28/2023,4/13/2023,ML,10,NR,Y,,4/13/2023,,,5/21/2023
14789,0252,10,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 50MG/10ML 10 PACK,4,213407,I,1,N,2/28/2023,4/13/2023,ML,100,NR,Y,,4/13/2023,,,5/21/2023
16714,0014,02,NORTHSTAR RX LLC,Active,"AMOXICILLIN AND CLAVULANATE POTASSIUM TABLET, 875/125MG 100TB",1,65063,N,1,N,3/14/2002,7/13/2002,TAB,1,AB,N,11/4/2020,11/4/2020,,,5/16/2023
16714,0052,01,NORTHSTAR RX LLC,Active,"CLOPIDOGREL TABLET 75MG, 30",1,202928,N,1,N,2/10/2014,1/1/2015,EA,1,AB,N,3/23/2023,3/23/2023,,,5/16/2023
16714,0052,02,NORTHSTAR RX LLC,Active,"CLOPIDOGREL TABLET 75MG, 90",1,202928,N,1,N,2/10/2014,1/1/2015,EA,1,AB,N,3/23/2023,3/23/2023,,,5/16/2023
16714,0572,01,NORTHSTAR RX LLC,Active,"LEUPROLIDE ACETATE KIT, 1MG/0.2ML",1,78885,N,1,N,3/9/2009,5/19/2009,EA,1,AP,N,4/10/2023,4/10/2023,,,5/16/2023
43598,0126,11,"DR. REDDY'S LABORATORIES, INC.",Active,Sterile Diluent for Treprostinil Inj.,1,210214,N,1,N,7/7/2022,4/20/2023,ML,50,AP,Y,4/20/2023,4/20/2023,,,5/15/2023
51167,0445,01,"VERTEX PHARMACEUTICALS, INC.",Active,TRIKAFTA (elexacaftor/tezacaftor/ivacaftor;ivacaftor),3,217660,S,1,Y,4/26/2023,5/15/2023,EA,56,NR,N,,5/15/2023,,,5/18/2023
51167,0446,01,"VERTEX PHARMACEUTICALS, INC.",Active,TRIKAFTA (elexacaftor/tezacaftor/ivacaftor;ivacaftor),3,217660,S,1,Y,4/26/2023,5/15/2023,EA,56,NR,N,,5/15/2023,,,5/18/2023
53746,0751,05,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,Active,Benazepril HCL 5mg,1,76820,N,1,N,2/3/2006,4/30/2009,TAB,500,AB,N,2/14/2023,2/14/2023,,,5/18/2023
63868,0050,30,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Menthol Cough Drop (QC98671),10,PART341,N,2,N,1/5/2015,6/2/2015,EA,30,BE,N,,6/2/2015,10/12/2017,,5/18/2023
63868,0118,25,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Zinc Cold Therapy (QC96505),12,,N,2,N,1/5/2018,5/7/2018,EA,25,BE,N,,5/7/2018,9/9/2019,,5/18/2023
63868,0124,20,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Medicated Pain Relief Patch (QC99630),9,PART348,N,2,N,5/1/2017,9/1/2017,EA,20,AT,N,,9/1/2017,,,5/18/2023
63868,0144,23,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Nasal Decongestant PE Non-Drowsy Maximum Strength (QC95499),10,PART341,N,2,N,4/28/2006,4/28/2006,TAB,18,NR,N,,4/28/2006,1/10/2014,,5/18/2023
63868,0146,22,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Nasal Decongestant PE Non-Drowsy Maximum Strength,10,PART341,N,2,N,9/30/1990,7/1/1996,TAB,50,NR,N,,4/1/1998,11/22/2016,,5/18/2023
63868,0165,05,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Maximum Strength Diaper Rash (QC98727),10,PART347,N,2,N,1/5/2014,4/1/2014,GM,113,AT,N,,4/1/2014,,,5/18/2023
63868,0255,04,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Oil-Free Moisturizer Broad Spectrum SPF 15 (QC88781),9,PART352,N,2,N,1/1/2014,9/1/2014,GM,113,AT,N,,9/1/2014,,,5/18/2023
63868,0271,01,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Scar Gel (QC99882),10,PART347,N,2,N,5/16/2021,8/16/2021,GM,20,AT,N,,8/16/2021,,,5/18/2023
63868,0300,30,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Gas Relief Extra Strength (QC95339),10,PART347,N,2,N,5/6/2019,9/30/2019,EA,30,BE,N,,9/30/2019,,,5/19/2023
63868,0374,04,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Children's Multi-Symptom (QC96603),10,PART341,N,2,N,1/12/2015,5/31/2015,ML,118,BE,N,,5/31/2015,,,5/19/2023
63868,0392,24,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Allergy Relief (QC95104),10,PART341,N,2,N,5/6/2020,9/9/2020,EA,24,BE,N,,9/9/2020,,,5/19/2023
63868,0531,08,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Sunscreen SPF 50 Baby (QC99732),9,PART352,N,2,N,8/5/2021,12/22/2021,GM,227,AT,N,,12/22/2021,,,5/19/2023
63868,0531,18,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Sunscreen SPF 50 (QC99711),9,PART352,N,2,N,8/5/2021,12/22/2021,GM,227,AT,N,,12/22/2021,,,5/19/2023
63868,0562,25,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Famotidine (QC95891),1,206531,N,2,N,6/25/2019,8/20/2019,EA,25,BC,N,,8/20/2019,10/29/2022,,5/19/2023
63868,0562,50,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Famotidine (QC96837),1,206531,N,2,N,6/25/2019,8/20/2019,EA,50,BC,N,,8/20/2019,10/29/2022,,5/19/2023
63868,0563,60,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Active,Famotidine (QC95526),1,206531,N,2,N,6/25/2019,8/20/2019,EA,30,BC,N,,8/20/2019,10/29/2022,,5/19/2023
