NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00143,9152,01,HIKMA PHARMACEUTICALS USA INC.,Active,Vancomycin HCl Intravenous Solution Reconstituted (IP),1,217489,N,1,N,6/26/2023,8/16/2023,EA,1,AP,Y,,8/16/2023,,,10/31/2023
00143,9152,10,HIKMA PHARMACEUTICALS USA INC.,Active,Vancomycin HCl Intravenous Solution Reconstituted 1.25g,1,217489,N,1,N,6/26/2023,8/16/2023,EA,10,AP,Y,,8/16/2023,,,10/31/2023
00143,9153,01,HIKMA PHARMACEUTICALS USA INC.,Active,Vancomycin Hydrochloride for Injection 1.5g (IP),1,217489,N,1,N,6/29/2023,8/16/2023,EA,1,AP,Y,,8/16/2023,,,10/31/2023
00143,9153,10,HIKMA PHARMACEUTICALS USA INC.,Active,Vancomycin HCl Intravenous Solution Reconstituted 1.5g,1,217489,N,1,N,6/29/2023,8/16/2023,EA,10,AP,Y,,8/16/2023,,,10/31/2023
23155,0620,31,"HERITAGE PHARMACEUTICALS, INC.",Active,Phenylephrine HCL 10mg/1ml (inner vial),1,209968,N,1,N,2/28/2023,9/1/2023,ML,1,AP,Y,,9/1/2023,,,10/30/2023
23155,0620,41,"HERITAGE PHARMACEUTICALS, INC.",Active,"Phenylephrine HCL 10mg/1ml, 25ct",1,209968,N,1,N,2/28/2023,9/1/2023,ML,25,AP,Y,,9/1/2023,,,10/30/2023
23155,0857,05,"HERITAGE PHARMACEUTICALS, INC.",Active,"Anastrozole tabs 1mg, 500ct",1,206037,N,1,N,11/9/2018,8/22/2023,TAB,1,AB,N,,8/22/2023,,,10/30/2023
23155,0857,09,"HERITAGE PHARMACEUTICALS, INC.",Active,"Anastrozole tabs 1mg, 90ct",1,206037,N,1,N,11/9/2018,8/22/2023,TAB,1,AB,N,,8/22/2023,,,10/30/2023
23155,0874,01,"HERITAGE PHARMACEUTICALS, INC.",Active,"Torsemide Tabs 100mg, 100ct",1,76894,N,1,N,5/31/2005,9/27/2023,TAB,1,AB,N,,9/27/2023,,,10/30/2023
25021,0150,10,"SAGENT PHARMACEUTICALS, INC.",Active,VANCOMYCIN HCI INJECTION 500MG 1X10,1,205694,N,1,N,1/21/2016,9/15/2017,EA,10,AP,Y,9/22/2023,9/22/2023,,,10/30/2023
25021,0151,20,"SAGENT PHARMACEUTICALS, INC.",Active,VANCOMYCIN HCI INJECTION 1GM 1X10,1,205694,N,1,N,1/21/2016,9/15/2017,EA,10,AP,Y,9/19/2023,9/19/2023,,,10/30/2023
25021,0193,02,"SAGENT PHARMACEUTICALS, INC.",Active,LINCOMYCIN INJECTION 300MG/ML 10X2ML,1,215657,N,1,N,9/26/2022,9/26/2023,ML,20,AP,Y,,9/26/2023,,,10/30/2023
25021,0193,10,"SAGENT PHARMACEUTICALS, INC.",Active,LINCOMYCIN INECTION 300MG/ML 10X10ML,1,215657,N,1,N,9/26/2022,9/26/2023,ML,100,AP,Y,,9/26/2023,,,10/30/2023
