NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
00143,9128,01,HIKMA PHARMACEUTICALS USA INC.,Active,GENTAMICIN Inj USP 80 mg/mL (40 MG/ML) 2mL (IP),1,62251,N,1,N,9/30/1990,12/12/2022,ML,2,NR,Y,,12/12/2022,,,3/16/2023
00143,9128,25,HIKMA PHARMACEUTICALS USA INC.,Active,GENTAMICIN Inj USP 80 mg/mL (40 MG/ML) 2mL x 25,1,62251,N,1,N,9/30/1990,12/12/2022,ML,50,NR,Y,,12/12/2022,,,3/16/2023
00143,9135,01,HIKMA PHARMACEUTICALS USA INC.,Active,"Mitomycin for Injection, USP Novaplus 20mg/vial x 1",1,64117,N,1,N,4/19/1995,5/1/1996,EA,1,AP,Y,2/21/2023,2/21/2023,,,3/16/2023
00143,9136,01,HIKMA PHARMACEUTICALS USA INC.,Active,"Mitomycin for Injection, USP Novaplus 40mg/vial x 1",1,64117,N,1,N,6/2/1999,9/1/1999,EA,1,AP,Y,2/21/2023,2/21/2023,,,3/16/2023
00143,9289,01,HIKMA PHARMACEUTICALS USA INC.,Active,"Estradiol Valerate Injection, USP 50mg/5mL Vial x 1",1,203723,N,1,N,4/21/2020,2/8/2023,ML,5,AO,Y,,2/8/2023,,,3/16/2023
00143,9534,01,HIKMA PHARMACEUTICALS USA INC.,Active,Linezolid Injection 600mg/300mL (2mg/mL) (IP),1,206454,N,1,N,8/22/2022,2/10/2023,ML,300,AP,Y,,2/10/2023,,,3/16/2023
00143,9534,10,HIKMA PHARMACEUTICALS USA INC.,Active,Linezolid Injection 600mg/300mL (2mg/mL) x 10,1,206454,N,1,N,8/22/2022,2/10/2023,ML,3000,AP,Y,,2/10/2023,,,3/16/2023
16571,0705,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 25MG 1000CT,1,78462,N,1,N,3/7/2009,10/1/2021,TAB,1000,AB,N,,10/1/2021,,,3/17/2023
16571,0706,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 50MG 1000CT,1,78462,N,1,N,3/27/2009,10/1/2021,TAB,1000,AB,N,,10/1/2021,,,3/17/2023
16571,0707,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 100MG 1000CT,1,78462,N,1,N,3/27/2009,10/1/2021,TAB,1000,AB,N,,10/1/2021,,,3/17/2023
16571,0708,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 200MG 1000CT,1,78462,N,1,N,3/27/2009,10/1/2021,TAB,1000,AB,N,,10/1/2021,,,3/17/2023
16571,0816,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 5 MG 14CT,1,206309,N,1,N,4/27/2016,4/24/2017,CAP,14,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0816,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 5 MG 5CT,1,206309,N,1,N,4/27/2016,4/24/2017,CAP,5,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0817,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 20 MG 14CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,14,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0817,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 20 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0818,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 100 MG 14CT,1,206309,N,1,N,4/27/2016,6/1/2017,CAP,14,AB,N,,6/1/2017,,,3/14/2023
16571,0818,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 100 MG 5CT,1,206309,N,1,N,4/27/2016,6/1/2017,CAP,5,AB,N,,6/1/2017,,,3/14/2023
16571,0819,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 140 MG 14CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,14,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0819,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 140 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0820,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 180 MG 14CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,14,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0820,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 180 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,0821,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 250 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5,AB,N,2/16/2023,2/16/2023,,,3/14/2023
24338,0113,90,AZURITY PHARMACEUTICALS INC.,Active,"Adthyza (Thyroid Tablets, USP) 130mg",12,,N,1,N,9/30/1990,9/30/1990,TAB,90,NR,N,,8/1/2007,,,3/17/2023
24979,0136,01,"TWI PHARMACEUTICALS, INC.",Active,Fluphenazine HCl Tablets 1mg 100s,1,215848,N,1,N,4/1/2022,2/9/2023,TAB,100,AB,N,,2/9/2023,,,3/13/2023
31722,0211,10,"CAMBER PHARMACEUTICALS, INC.",Active,Vancomycin HCL 1 gram 10 vials ,1,216591,N,1,N,7/6/2022,1/12/2023,ML,10,AP,Y,,1/12/2023,,,3/17/2023
31722,0211,33,"CAMBER PHARMACEUTICALS, INC.",Active,Vancomycin HCL 1 gram 1 vial,1,216591,N,1,N,7/6/2022,1/12/2023,ML,1,AP,Y,,1/12/2023,,,3/17/2023
31722,0807,60,"CAMBER PHARMACEUTICALS, INC.",Active,Memantine HCL Tablet 5mg 60ct,1,204389,N,1,N,9/26/2022,2/17/2023,TAB,60,AB,N,,2/17/2023,,,3/17/2023
31722,0808,60,"CAMBER PHARMACEUTICALS, INC.",Active,Memantine HCL  Tablets 10mg 60ct,1,204389,N,1,N,9/26/2022,2/15/2023,TAB,60,AB,N,,2/15/2023,,,3/17/2023
31722,0872,27,"CAMBER PHARMACEUTICALS, INC.",Active,Pirfenidone Tab 267Mg 270Ct,1,212674,N,1,N,9/21/2022,2/24/2023,TAB,270,AB,N,,2/24/2023,,,3/17/2023
35573,0455,02,BUREL PHARMACEUTICALS,Active,Butalbital/APAP Tablets CIII,1,214088,N,1,N,4/7/2022,2/7/2023,TAB,100,AA,N,2/7/2023,2/7/2023,,,3/15/2023
35573,0456,02,BUREL PHARMACEUTICALS,Active,Butalbital/APAP Tablets CIII,1,214088,N,1,N,4/7/2022,2/7/2023,TAB,100,AA,N,2/7/2023,2/7/2023,,,3/15/2023
35573,0459,60,BUREL PHARMACEUTICALS,Active,Carglumic Acid Tablets,1,213395,N,1,N,6/22/2022,2/8/2023,TAB,60,AB,N,2/8/2023,2/8/2023,,,3/15/2023
43547,0005,03,"SOLCO HEALTHCARE USA, LLC",Active,Roflumilast Tablets 500mcg 30CT,1,208299,N,1,N,5/10/2022,10/19/2022,TAB,30,AB,N,,10/19/2022,,,3/13/2023
43547,0005,09,"SOLCO HEALTHCARE USA, LLC",Active,Roflumilast Tablets 500mcg 90CT,1,208299,N,1,N,5/10/2022,10/19/2022,TAB,90,AB,N,,10/19/2022,,,3/13/2023
43547,0047,03,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 2.5MG 30CT,1,210609,N,1,N,8/11/2022,1/15/2023,TAB,30,AB,N,,1/15/2023,,,3/13/2023
43547,0049,03,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 5MG 30CT,1,210609,N,1,N,8/11/2022,1/5/2023,TAB,30,AB,N,,1/5/2023,,,3/13/2023
43547,0050,03,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 10MG 30CT,1,210609,N,1,N,8/11/2022,1/5/2023,TAB,30,AB,N,,1/5/2023,,,3/13/2023
43547,0051,03,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 20MG 30CT,1,210609,N,1,N,8/11/2022,1/5/2023,TAB,30,AB,N,,1/5/2023,,,3/13/2023
43598,0355,30,"DR. REDDY'S LABORATORIES, INC.",Active,Lurasidone HCL Tab120mg30sUS Torrent(IL),1,208055,N,1,N,9/7/2018,2/20/2023,TAB,1,AB,N,2/20/2023,2/20/2023,,,3/16/2023
46122,0651,78,AMERISOURCE BERGEN,Active,GNP SLEEP AID NIGHT TIME CAPSULE,10,PART338,N,2,N,7/17/2020,7/17/2020,CAP,12,NR,N,,7/17/2020,,,3/13/2023
46122,0715,60,AMERISOURCE BERGEN,Active,GNP NICOTINE 2 MG MINT LOZ 20CT,1,207868,N,2,N,9/30/2022,2/6/2023,CAP,20,NR,N,,2/6/2023,,,3/13/2023
46122,0716,15,AMERISOURCE BERGEN,Active,NICOTINE MINI,1,207868,N,2,N,9/30/2022,2/8/2023,CAP,81,NR,N,,2/8/2023,,,3/13/2023
46122,0716,60,AMERISOURCE BERGEN,Active,NICOTINE MINI,1,207868,N,2,N,9/30/2022,2/8/2023,CAP,20,NR,N,,2/8/2023,,,3/13/2023
46122,0718,60,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,78697,N,2,N,10/28/2022,2/22/2023,CAP,20,NR,N,,2/22/2023,,,3/13/2023
46122,0720,25,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,76568,N,2,N,9/2/2022,2/14/2023,CAP,110,NR,N,,2/14/2023,,,3/13/2023
46122,0724,25,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,76569,N,2,N,9/15/2022,2/13/2023,CAP,110,NR,N,,2/13/2023,,,3/13/2023
46122,0725,71,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,76568,N,2,N,9/15/2022,2/10/2023,CAP,50,NR,N,,2/10/2023,,,3/13/2023
46122,0731,15,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,207868,N,2,N,9/30/2022,2/21/2023,CAP,81,NR,N,,2/21/2023,,,3/13/2023
46122,0732,08,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX LOZENGE,1,209206,N,2,N,9/30/2022,2/24/2023,CAP,72,NR,N,,2/24/2023,,,3/13/2023
46122,0734,08,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX LOZENGE,1,209206,N,2,N,9/30/2022,2/23/2023,CAP,72,NR,N,,2/23/2023,,,3/13/2023
47426,0401,01,"HERON THERAPEUTICS, INC.",Active,Aponvie 32 mg/4.4 mL,3,216457,S,1,N,9/16/2022,2/27/2023,ML,4.4,NR,Y,,2/27/2023,,,3/13/2023
47426,0401,10,"HERON THERAPEUTICS, INC.",Active,Aponvie 32 mg/4.4 mL,3,216457,S,1,N,9/16/2022,2/27/2023,ML,44,NR,Y,,2/27/2023,,,3/13/2023
50742,0352,01,"INGENUS PHARMACEUTICALS, LLC",Active,Her Style (Levonorgestrel) Tab 1.5mg,1,207976,N,2,N,3/11/2016,8/16/2018,TAB,1,AB,N,1/19/2023,1/19/2023,,,3/17/2023
59651,0232,01,"AUROBINDO PHARMA USA, INC.",Active,Clonidine Hydrochloride Tablets 0.1 mg,1,70886,N,1,N,6/2/2021,2/27/2023,TAB,100,AB,N,,2/27/2023,,,3/17/2023
59651,0232,99,"AUROBINDO PHARMA USA, INC.",Active,Clonidine Hydrochloride Tablets 0.1 mg,1,70886,N,1,N,6/2/2021,2/27/2023,TAB,1000,AB,N,,2/27/2023,,,3/17/2023
59651,0233,01,"AUROBINDO PHARMA USA, INC.",Active,Clonidine Hydrochloride Tablets 0.2 mg,1,70886,N,1,N,6/2/2021,2/27/2023,TAB,100,AB,N,,2/27/2023,,,3/17/2023
59651,0233,05,"AUROBINDO PHARMA USA, INC.",Active,Clonidine Hydrochloride Tablets 0.2 mg,1,70886,N,1,N,6/2/2021,2/27/2023,TAB,500,AB,N,,2/27/2023,,,3/17/2023
59651,0234,01,"AUROBINDO PHARMA USA, INC.",Active,Clonidine Hydrochloride Tablets 0.3 mg,1,70886,N,1,N,6/2/2021,2/27/2023,TAB,100,AB,N,,2/27/2023,,,3/17/2023
60505,6116,00,APOTEX CORP.,Active,Regadenoson Injection 5ml,1,207604,N,1,N,2/11/2022,3/10/2023,ML,5,AP,Y,,3/10/2023,,,3/14/2023
62332,0131,90,ALEMBIC PHARMACEUTICALS INC.,Active,Olmesartan 5mg Tabs,1,203012,N,1,N,4/24/2017,4/24/2017,TAB,90,AB,N,,4/24/2017,,,3/14/2023
62332,0313,30,ALEMBIC PHARMACEUTICALS INC.,Active,Teriflunomide 7mg Tabs,1,209572,N,1,N,4/18/2019,3/13/2023,TAB,30,AB,N,,3/13/2023,,,3/14/2023
62332,0314,30,ALEMBIC PHARMACEUTICALS INC.,Active,Teriflunomide 14mg Tab,1,209572,N,1,N,4/19/2019,3/13/2023,TAB,30,AB,N,,3/13/2023,,,3/14/2023
67877,0638,30,"ASCEND LABORATORIES, L.L.C.",Active,Lurasidone 20mg Tabs 30,1,212244,N,1,N,12/13/2022,2/20/2023,TAB,1,AB,N,,2/20/2023,,,3/15/2023
67877,0639,30,"ASCEND LABORATORIES, L.L.C.",Active,Lurasidone 40mg Tabs 30,1,212244,N,1,N,12/13/2022,2/20/2023,TAB,1,AB,N,,2/20/2023,,,3/15/2023
67877,0640,30,"ASCEND LABORATORIES, L.L.C.",Active,Lurasidone 60mg Tabs 30,1,212244,N,1,N,12/13/2022,2/20/2023,TAB,1,AB,N,,2/20/2023,,,3/15/2023
67877,0641,30,"ASCEND LABORATORIES, L.L.C.",Active,Lurasidone 80mg Tabs 30,1,212244,N,1,N,12/13/2022,2/20/2023,TAB,1,AB,N,,2/20/2023,,,3/15/2023
67877,0642,30,"ASCEND LABORATORIES, L.L.C.",Active,Lurasidone 120mg Tabs 30,1,212244,N,1,N,12/13/2022,2/20/2023,TAB,1,AB,N,,2/20/2023,,,3/15/2023
67877,0879,20,"ASCEND LABORATORIES, L.L.C.",Active,Cefpodoxime Proxetil 200mg Tabs 20,1,210568,N,1,N,5/18/2022,9/19/2022,TAB,1,AB,N,2/13/2023,2/13/2023,,,3/15/2023
70710,1350,09,ZYDUS PHARMACEUTICALS (USA) INC.,Active,VENLAFAXINE ER TAB 150MG (90 CT),1,215622,N,1,N,8/30/2022,12/12/2022,TAB,1,AB,N,12/12/2022,12/12/2022,,,3/13/2023
71288,0026,75,"MEITHEAL PHARMACEUTICALS, INC.",Active,"Vancomycin Hydrochloride for Injection, USP 10g 100mL PBP",1,215196,N,1,N,7/27/2022,2/6/2023,EA,1,AP,Y,,2/6/2023,,,3/14/2023
71288,0028,10,"MEITHEAL PHARMACEUTICALS, INC.",Active,Micafungin for Injection 50mg 10mL - Inner NDC,1,215381,N,1,N,9/28/2022,2/6/2023,EA,1,AP,Y,,2/6/2023,,,3/14/2023
71288,0028,11,"MEITHEAL PHARMACEUTICALS, INC.",Active,Micafungin for Injection 50mg 10mL,1,215381,N,1,N,9/28/2022,2/6/2023,EA,10,AP,Y,,2/6/2023,,,3/14/2023
71288,0029,10,"MEITHEAL PHARMACEUTICALS, INC.",Active,Micafungin for Injection 100mg 10mL - Inner NDC,1,215381,N,1,N,9/28/2022,2/6/2023,EA,1,AP,Y,,2/6/2023,,,3/14/2023
71288,0029,11,"MEITHEAL PHARMACEUTICALS, INC.",Active,Micafungin for Injection 100mg 10mL,1,215381,N,1,N,9/28/2022,2/6/2023,EA,10,AP,Y,,2/6/2023,,,3/14/2023
71288,0144,08,"MEITHEAL PHARMACEUTICALS, INC.",Active,Docetaxel Injection 80mg 8mL,1,209634,N,1,N,8/24/2018,2/20/2023,EA,8,AP,Y,,2/20/2023,,,3/14/2023
71288,0144,16,"MEITHEAL PHARMACEUTICALS, INC.",Active,Docetaxel Injection 160mg 16mL,1,209634,N,1,N,8/24/2018,2/20/2023,EA,16,AP,Y,,2/20/2023,,,3/14/2023
71351,0021,05,"BROOKFIELD PHARMACEUTICALS, LLC",Active,LIDOCAINE HYDROCHLORIDE 10mg/1mL,1,212821,N,1,N,5/7/2020,6/22/2022,ML,5,AP,Y,2/13/2023,2/13/2023,,,3/13/2023
71351,0021,10,"BROOKFIELD PHARMACEUTICALS, LLC",Active,LIDOCAINE HYDROCHLORIDE 10mg/1mL 10pk,1,212821,N,1,N,5/7/2020,6/22/2022,ML,50,AP,Y,2/13/2023,2/13/2023,,,3/13/2023
71351,0021,25,"BROOKFIELD PHARMACEUTICALS, LLC",Active,LIDOCAINE HYDROCHLORIDE 10mg/1mL 25pk,1,212821,N,1,N,5/7/2020,6/22/2022,ML,125,AP,Y,2/13/2023,2/13/2023,,,3/13/2023
71351,0022,02,"BROOKFIELD PHARMACEUTICALS, LLC",Active,BUPIVACAINE HYDROCHLORIDE 7.5mg/1mL,1,212822,N,1,N,12/30/2019,2/13/2023,ML,2,AP,Y,,2/13/2023,,,3/13/2023
71351,0022,10,"BROOKFIELD PHARMACEUTICALS, LLC",Active,BUPIVACAINE HYDROCHLORIDE 7.5mg/1mL 10pk,1,212822,N,1,N,12/30/2019,2/13/2023,ML,20,AP,Y,,2/13/2023,,,3/13/2023
71351,0022,50,"BROOKFIELD PHARMACEUTICALS, LLC",Active,BUPIVACAINE HYDROCHLORIDE 7.5mg/1mL 50pk,1,212822,N,1,N,12/30/2019,2/13/2023,ML,100,AP,Y,,2/13/2023,,,3/13/2023
72143,0251,10,"JG PHARMA, INC.",Active,ACCUTANE 10mg (inner 10ct),1,202099,N,1,N,3/25/2013,4/19/2013,CAP,1,AB,N,2/1/2023,2/1/2023,,,3/16/2023
72143,0251,30,"JG PHARMA, INC.",Active,"ACCUTANE 10mg, 30ct",1,202099,N,1,N,3/25/2013,4/19/2013,CAP,1,AB,N,2/1/2023,2/1/2023,,,3/16/2023
72143,0253,10,"JG PHARMA, INC.",Active,ACCUTANE 30mg (inner 10ct),1,202099,N,1,N,3/25/2013,3/13/2015,CAP,1,AB,N,2/6/2023,2/6/2023,,,3/16/2023
72143,0253,30,"JG PHARMA, INC.",Active,"ACCUTANE 30mg, 30ct",1,202099,N,1,N,3/25/2013,3/13/2015,CAP,1,AB,N,2/6/2023,2/6/2023,,,3/16/2023
72578,0103,84,VIONA PHARMACEUTICALS INC.,Active,Mirtazapine ODT 15mg 30ct Blister,1,205798,N,1,N,6/1/2017,2/7/2023,TAB,30,AB,N,,2/7/2023,,,3/14/2023
72578,0104,84,VIONA PHARMACEUTICALS INC.,Active,Mirtazapine ODT 30mg 30ct Blister,1,205798,N,1,N,6/1/2017,2/27/2023,TAB,30,AB,N,,2/27/2023,,,3/14/2023
72578,0105,84,VIONA PHARMACEUTICALS INC.,Active,Mirtazapine ODT 45mg 30ct Blister,1,205798,N,1,N,6/1/2017,2/14/2023,TAB,30,AB,N,,2/14/2023,,,3/14/2023
